age,monthly_income,loan_amount,loan_term_months,past_due,employment_type,has_mortgage,num_prev_loans,credit_utilization,default
30,5656,2209,60,no,employed,no,2,0.445,0
57,8358,7411,36,yes,employed,no,2,0.074,0
23,7118,2712,36,no,employed,yes,3,0.423,0
51,3065,5512,60,no,employed,no,3,0.04,1
67,3795,6343,24,no,employed,no,2,0.296,0
58,4332,5099,36,no,employed,yes,3,0.272,0
40,4290,2688,12,no,employed,no,4,0.177,0
23,5819,4161,48,yes,unemployed,yes,1,0.179,1
61,7229,7043,36,no,employed,no,4,0.184,0
21,8510,6673,60,no,self-employed,no,4,0.366,0
54,6616,2196,36,yes,employed,yes,2,0.408,1
53,5108,6560,12,no,self-employed,no,1,0.122,0
30,1835,2238,60,no,employed,no,1,0.077,0
57,6141,10172,60,no,employed,no,2,0.22,0
29,6051,6143,48,no,employed,no,4,0.11,0
32,6365,5200,48,no,employed,yes,1,0.085,0
60,10212,10899,24,no,self-employed,yes,3,0.12,0
68,8481,5021,48,no,self-employed,no,1,0.422,0
33,7570,9374,12,no,self-employed,no,0,0.39,0
66,4075,5929,24,yes,self-employed,no,0,0.294,0
65,4974,2637,60,no,self-employed,yes,0,0.5,0
58,5810,4517,48,no,unemployed,no,1,0.23,0
27,4449,7125,24,yes,self-employed,no,2,0.377,0
35,7000,7408,12,no,employed,no,3,0.214,0
54,6713,7369,60,yes,employed,yes,4,0.144,0
69,3823,5289,12,no,employed,no,2,0.218,0
60,8393,9793,24,no,self-employed,no,2,0.143,1
41,6204,2508,24,no,employed,yes,0,0.025,0
32,2541,3826,12,no,employed,no,3,0.052,0
68,5897,9932,24,no,self-employed,no,3,0.149,0
34,6562,2493,60,no,employed,yes,1,0.381,0
37,7945,3828,24,no,employed,yes,1,0.326,0
68,5325,7204,36,yes,self-employed,no,2,0.226,0
48,7655,9237,48,no,employed,yes,4,0.326,0
33,6374,5569,36,no,employed,yes,2,0.516,1
21,3369,3735,48,no,employed,no,1,0.379,0
42,3169,4294,48,no,employed,no,3,0.125,0
69,8245,8712,48,no,employed,no,9,0.401,0
42,8391,4281,48,no,employed,no,1,0.17,0
55,6645,2884,48,no,employed,no,4,0.517,0
33,8991,8615,48,no,self-employed,no,7,0.126,0
59,8113,13664,48,no,employed,yes,1,0.119,0
59,7367,8373,12,no,employed,yes,1,0.207,0
50,4177,3497,48,no,employed,no,1,0.173,0
58,9462,15735,48,no,employed,no,2,0.301,0
49,7072,6244,24,yes,employed,no,1,0.231,0
39,5228,5561,60,no,employed,no,0,0.302,0
57,4663,2213,24,yes,employed,no,6,0.149,0
61,6513,9157,24,no,self-employed,no,2,0.209,0
62,2657,3588,60,no,employed,no,1,0.113,0
31,7399,11034,24,no,unemployed,yes,4,0.096,0
54,4092,3223,36,no,employed,no,1,0.355,0
21,6741,6431,36,no,self-employed,yes,2,0.459,0
49,4956,2738,60,no,employed,no,1,0.488,0
48,5471,9556,36,no,self-employed,yes,1,0.516,0
38,4486,1925,48,no,unemployed,no,0,0.093,0
69,5677,7229,48,yes,employed,no,3,0.227,0
64,9778,13277,48,no,employed,no,2,0.155,0
22,8770,4706,60,no,unemployed,no,2,0.116,0
31,6708,5688,60,no,unemployed,yes,3,0.247,0
31,5949,2169,36,no,unemployed,no,1,0.077,0
64,7688,8725,60,no,employed,no,1,0.448,0
46,8259,14803,36,no,employed,no,4,0.196,0
56,4340,4100,12,no,employed,no,1,0.154,0
60,5845,10433,24,yes,self-employed,no,1,0.698,0
58,2356,1152,48,no,employed,yes,0,0.283,0
25,8246,7328,24,no,employed,no,3,0.4,0
27,10130,16744,36,yes,employed,yes,4,0.258,0
40,6160,9948,36,yes,employed,no,2,0.324,0
37,1749,1373,36,no,self-employed,no,3,0.286,0
57,7217,9511,12,yes,employed,no,3,0.01,0
28,4191,6828,60,no,self-employed,yes,2,0.172,0
39,4673,6777,36,no,employed,no,1,0.55,0
32,7253,9013,12,yes,employed,no,1,0.579,0
30,6509,3442,36,no,employed,no,3,0.01,0
29,5023,2056,36,yes,employed,no,1,0.237,0
30,4700,5743,48,no,employed,no,2,0.265,0
48,6251,6566,36,no,self-employed,yes,6,0.042,0
41,5181,3404,12,yes,employed,no,1,0.123,0
42,3781,2794,60,no,employed,yes,3,0.048,0
44,5334,4737,36,no,self-employed,no,1,0.494,1
57,6679,6968,12,no,employed,no,2,0.153,0
63,5643,4996,48,yes,employed,yes,0,0.069,0
46,3172,2794,48,yes,employed,yes,1,0.228,1
52,7978,3778,48,no,employed,no,3,0.185,0
57,1500,2397,36,no,employed,no,2,0.224,0
54,5107,6198,36,no,employed,no,1,0.279,0
27,4759,2470,36,no,employed,no,4,0.071,0
69,6296,5891,12,yes,employed,no,2,0.385,0
29,7123,6589,24,no,employed,no,4,0.159,0
41,8253,9911,60,yes,self-employed,no,2,0.309,0
52,4575,5550,48,no,employed,yes,0,0.22,0
40,7173,9094,36,no,employed,no,1,0.027,0
32,6391,8607,24,no,self-employed,yes,2,0.123,0
66,2576,1172,48,no,employed,no,0,0.321,0
24,9801,7423,24,yes,self-employed,no,1,0.527,0
33,3122,1017,24,no,employed,yes,3,0.12,0
69,6838,6714,24,yes,employed,no,1,0.099,0
56,6779,6400,48,no,employed,yes,3,0.382,0
25,6551,9181,48,no,employed,no,1,0.574,0
57,5010,2758,12,yes,employed,no,5,0.275,0
68,7654,9546,12,no,employed,no,1,0.029,0
25,2879,2188,48,no,employed,no,3,0.083,0
41,5868,5122,36,no,self-employed,no,1,0.603,0
43,4872,6718,48,yes,employed,no,2,0.6,0
27,4645,1892,24,yes,self-employed,yes,1,0.383,0
30,6857,5582,48,no,employed,no,1,0.01,0
29,8154,7232,60,no,employed,no,5,0.434,0
30,5313,7298,48,no,employed,yes,1,0.354,0
40,7561,4527,24,no,unemployed,yes,2,0.01,0
43,6099,10497,48,no,employed,yes,1,0.181,0
32,4214,7571,24,yes,employed,yes,1,0.38,1
35,5484,8381,12,no,self-employed,yes,4,0.333,0
30,5401,4048,24,no,employed,no,3,0.26,0
60,4606,5968,60,no,employed,no,2,0.471,0
31,6856,2911,36,no,employed,no,3,0.01,0
65,6469,10395,60,no,self-employed,yes,2,0.583,0
47,2818,3026,36,no,employed,no,4,0.32,0
60,2696,1522,36,no,self-employed,no,1,0.126,0
52,6849,5418,12,yes,self-employed,yes,4,0.283,0
34,4369,6558,48,no,employed,yes,1,0.556,0
50,6604,10601,12,no,employed,no,1,0.177,0
34,7561,8162,36,no,self-employed,yes,2,0.264,0
26,3458,3528,24,no,unemployed,yes,3,0.12,0
33,3176,4529,36,no,self-employed,no,0,0.469,0
34,9348,14389,36,no,employed,no,4,0.357,0
27,6703,9701,12,no,self-employed,no,4,0.605,0
22,5161,4524,24,yes,self-employed,no,4,0.431,0
67,4132,5218,60,no,unemployed,no,3,0.199,0
46,4979,7896,12,no,employed,no,0,0.546,0
40,3618,1909,24,yes,self-employed,no,2,0.478,0
66,7766,6851,24,no,self-employed,no,0,0.612,0
32,4446,1711,36,yes,unemployed,no,4,0.249,0
40,8187,7477,48,no,self-employed,no,2,0.247,0
62,5198,7580,24,no,unemployed,yes,1,0.609,0
51,3913,2330,36,no,employed,yes,2,0.435,0
40,5147,5727,48,yes,employed,yes,2,0.053,0
33,1500,532,24,no,employed,no,1,0.4,0
22,5758,9480,60,no,self-employed,yes,2,0.137,0
25,5659,8658,60,no,employed,no,0,0.34,0
28,7649,8311,12,no,employed,no,1,0.311,0
59,2227,3025,24,yes,unemployed,no,2,0.09,0
52,8323,3794,24,no,unemployed,no,1,0.544,0
42,7641,11979,24,no,self-employed,yes,4,0.173,0
59,8504,11675,36,no,self-employed,yes,4,0.311,1
28,5894,2828,36,no,employed,no,2,0.165,0
31,8027,14216,36,no,employed,no,5,0.245,0
40,3057,1020,24,no,employed,no,2,0.465,0
65,7426,9228,24,no,self-employed,no,0,0.331,1
51,4457,2485,60,no,employed,no,0,0.726,0
62,2697,3718,60,no,employed,no,3,0.263,0
33,3751,1521,12,yes,self-employed,yes,0,0.071,0
62,6011,2534,48,no,employed,no,4,0.326,0
24,4351,4348,36,no,self-employed,no,4,0.326,0
32,6752,12092,48,no,employed,no,3,0.112,0
46,2383,1703,36,no,self-employed,no,3,0.081,0
23,1745,2126,60,no,employed,no,1,0.113,0
63,8744,9425,12,no,self-employed,yes,1,0.244,0
63,7807,12203,24,yes,self-employed,no,5,0.198,0
47,3901,2858,60,no,employed,yes,2,0.291,0
35,5994,6787,24,no,employed,no,1,0.124,0
25,8039,13874,12,yes,unemployed,yes,1,0.27,0
51,6838,5462,48,yes,employed,yes,1,0.045,0
47,6296,6038,48,no,self-employed,no,1,0.173,0
58,8190,13376,48,yes,employed,no,2,0.307,0
50,4538,3624,48,no,self-employed,no,1,0.478,0
27,6062,5280,48,no,employed,no,1,0.126,0
26,5964,4509,12,no,employed,no,2,0.262,0
59,5454,8258,48,no,employed,no,1,0.256,0
28,5220,8850,48,yes,employed,no,1,0.194,0
66,6145,7660,60,no,employed,yes,3,0.139,0
26,6068,7496,24,yes,unemployed,no,6,0.322,1
56,3903,3454,12,no,self-employed,no,5,0.207,0
68,7603,2423,48,no,unemployed,no,3,0.291,0
42,4047,2269,24,no,self-employed,no,1,0.314,0
23,5563,2899,12,no,employed,yes,4,0.319,0
63,5409,2562,60,no,employed,no,2,0.211,0
30,6716,8603,36,yes,unemployed,no,4,0.346,0
46,1761,888,24,yes,employed,no,2,0.203,1
69,7781,3333,12,no,employed,no,4,0.4,0
57,4646,4060,12,no,self-employed,yes,4,0.385,0
23,8439,5683,48,no,unemployed,no,2,0.211,0
61,5043,2616,36,no,employed,no,2,0.285,0
28,5902,3064,12,no,employed,no,2,0.067,0
57,9827,6724,36,yes,employed,yes,0,0.134,0
51,5445,6018,24,no,self-employed,yes,2,0.168,0
35,8477,12182,12,yes,employed,no,3,0.384,0
41,6078,9598,24,no,self-employed,yes,1,0.303,0
26,6830,9747,36,no,employed,no,2,0.441,0
69,6139,7626,24,no,employed,yes,0,0.323,0
32,7695,12784,24,no,employed,no,0,0.196,0
36,4628,4996,36,no,employed,no,0,0.268,0
45,4031,5038,36,yes,self-employed,no,1,0.208,0
53,4722,4332,12,no,employed,no,1,0.097,0
45,6199,4903,12,no,self-employed,yes,4,0.112,0
45,5558,4432,12,no,employed,yes,0,0.202,0
49,7420,3876,36,yes,unemployed,yes,2,0.499,1
63,8609,12869,48,no,self-employed,no,2,0.348,0
40,4048,1550,12,no,employed,no,0,0.326,0
61,4532,5946,48,no,unemployed,yes,0,0.586,0
59,3127,4992,48,no,employed,no,1,0.385,0
68,10060,10524,12,no,employed,no,2,0.227,0
65,6609,2678,12,no,unemployed,no,1,0.495,0
60,6959,6559,24,yes,unemployed,no,1,0.265,0
33,3319,2704,12,no,self-employed,no,1,0.163,0
58,5997,10664,36,no,unemployed,yes,2,0.155,0
57,7018,9382,12,no,employed,no,1,0.129,1
35,5494,7592,60,no,employed,no,5,0.338,0
54,8151,8752,36,yes,employed,no,0,0.215,0
33,10623,14491,48,no,employed,yes,3,0.335,0
46,4105,5680,48,no,employed,no,4,0.32,0
60,3955,1580,36,no,employed,no,3,0.195,0
30,4244,2690,60,no,employed,no,2,0.401,0
37,9212,2942,60,no,employed,yes,2,0.344,0
59,8084,8607,36,no,employed,no,1,0.153,0
43,5728,9243,12,no,self-employed,yes,1,0.444,0
68,6073,7374,36,no,employed,no,1,0.282,0
21,4366,4585,24,no,self-employed,yes,3,0.52,0
56,7780,13140,36,no,self-employed,no,2,0.29,0
60,5240,2925,36,yes,employed,yes,1,0.592,0
65,5479,2256,36,no,unemployed,no,2,0.399,0
28,7217,12095,48,no,unemployed,no,1,0.218,0
69,5624,9303,24,no,employed,no,3,0.061,0
40,5530,7324,36,no,self-employed,yes,0,0.115,0
38,6021,4027,24,no,employed,yes,1,0.572,0
38,7590,13317,48,yes,employed,yes,1,0.352,0
52,9292,13454,48,no,employed,yes,0,0.257,0
53,7170,9398,12,no,self-employed,no,1,0.052,0
44,7606,4824,48,no,self-employed,no,6,0.643,0
24,5600,5989,24,no,self-employed,no,1,0.388,0
69,4584,7031,48,no,self-employed,no,2,0.346,0
31,7307,11620,36,yes,employed,no,1,0.022,0
25,6342,7243,36,yes,employed,no,4,0.165,0
50,3154,3419,48,no,employed,no,2,0.112,0
41,5343,7194,60,no,employed,no,1,0.528,0
51,5834,6372,48,no,self-employed,no,2,0.44,0
63,4979,4613,36,no,employed,yes,2,0.37,0
25,8963,3837,48,yes,employed,no,1,0.21,0
34,6959,3403,36,no,employed,no,1,0.37,0
46,8746,12597,48,no,employed,yes,2,0.135,0
59,6526,2199,60,no,employed,no,4,0.207,0
50,6162,2332,12,no,employed,yes,1,0.467,0
39,4126,6836,24,no,employed,no,1,0.413,0
50,6023,8167,24,no,employed,no,2,0.251,0
69,6026,1845,24,yes,employed,no,1,0.093,0
44,3265,2507,36,no,unemployed,no,3,0.4,0
64,4920,7109,24,no,employed,no,0,0.302,0
59,5353,4959,36,no,employed,no,3,0.215,0
35,6826,6847,12,no,employed,no,2,0.046,0
33,6922,6840,24,no,employed,no,2,0.143,0
58,4837,2917,48,no,employed,no,3,0.303,0
31,6937,9587,36,no,employed,no,3,0.319,0
37,5635,2561,36,no,unemployed,no,1,0.503,0
32,1500,1591,48,yes,unemployed,no,1,0.313,0
50,5030,2791,60,no,employed,no,2,0.058,0
35,8157,3016,36,no,employed,no,0,0.303,0
53,2636,1357,12,no,employed,no,1,0.276,0
66,6225,9984,12,no,employed,yes,1,0.1,0
61,9170,5173,60,yes,employed,yes,0,0.313,1
67,4478,3213,48,no,self-employed,yes,2,0.109,0
22,6004,3044,48,yes,employed,yes,1,0.408,0
43,3391,4758,48,no,employed,no,1,0.448,0
31,9254,8959,24,no,employed,no,4,0.073,0
65,5833,10006,36,yes,employed,no,2,0.463,0
55,6093,7899,48,no,employed,no,3,0.283,0
36,8708,9553,60,no,employed,yes,1,0.213,1
48,7322,9408,24,no,employed,no,1,0.069,0
50,4248,1531,36,yes,employed,yes,2,0.176,0
45,4705,8120,24,no,employed,yes,0,0.206,0
44,6989,12123,60,no,self-employed,no,2,0.045,0
23,4751,3393,24,yes,employed,yes,1,0.364,0
43,1765,2192,48,no,employed,yes,1,0.01,0
38,5893,3552,24,yes,unemployed,no,5,0.181,0
61,3039,3407,48,no,self-employed,no,2,0.443,0
63,9232,13443,48,no,employed,no,1,0.43,0
57,6353,10861,24,no,employed,no,1,0.021,0
22,4189,3388,60,no,employed,no,0,0.511,0
62,4602,6167,60,no,employed,no,2,0.2,0
40,2221,3053,60,no,unemployed,no,3,0.331,0
41,3801,2401,24,no,employed,yes,2,0.079,0
67,8032,9988,48,yes,employed,no,4,0.109,0
63,10463,13425,36,no,employed,yes,5,0.203,1
23,7452,10776,36,no,employed,yes,0,0.232,0
38,5815,10466,36,yes,employed,no,3,0.125,1
57,5136,1850,48,no,employed,no,2,0.341,0
47,4087,2466,12,yes,employed,yes,3,0.249,1
33,10119,5237,36,no,unemployed,no,2,0.466,0
46,5622,2988,24,no,self-employed,yes,4,0.397,0
63,10231,10040,24,no,unemployed,no,3,0.021,0
31,8787,14215,12,no,unemployed,no,1,0.414,0
57,2518,2450,24,no,unemployed,no,2,0.029,0
57,4668,6081,48,no,unemployed,yes,3,0.34,0
64,4661,4030,36,no,employed,yes,1,0.471,0
35,5840,4552,12,no,employed,no,0,0.915,1
31,5879,9120,48,yes,employed,no,1,0.183,0
47,11992,15389,60,yes,employed,yes,2,0.131,0
47,3845,3177,60,yes,self-employed,no,3,0.514,0
41,6457,10791,60,no,employed,no,4,0.112,0
59,7233,7578,60,no,self-employed,no,1,0.313,0
60,5996,3492,36,no,self-employed,no,2,0.418,0
33,6220,6374,60,no,employed,no,2,0.35,0
59,3910,5130,60,yes,employed,no,2,0.305,0
32,6212,5284,24,no,employed,no,3,0.257,0
40,7022,10994,60,no,employed,yes,2,0.298,1
22,6655,7318,48,no,employed,no,2,0.277,1
37,7140,7151,48,yes,employed,no,2,0.308,0
67,8825,14014,60,no,employed,no,3,0.404,0
42,7873,7828,36,no,employed,yes,6,0.171,0
55,6142,5660,36,no,employed,no,1,0.01,0
26,3656,1665,48,no,employed,no,5,0.405,0
52,4799,4049,48,no,employed,no,2,0.328,0
39,5560,4979,60,no,unemployed,no,0,0.375,0
57,6504,3713,60,no,employed,no,4,0.34,0
66,5043,5959,48,no,unemployed,no,4,0.232,0
47,4128,2129,60,no,employed,yes,5,0.158,0
26,3623,2302,24,no,employed,no,0,0.163,0
44,2697,3078,60,yes,unemployed,yes,3,0.579,0
27,5530,3890,12,no,self-employed,no,2,0.375,0
43,3060,3854,36,no,employed,no,2,0.624,0
